Source,Target,Type,Id,Label,Weight
13-1041.03,19-3034.00,Undirected,60218,,0.9778
13-1041.03,19-3039.03,Undirected,60219,,0.9608
13-1041.03,19-3094.00,Undirected,60220,,0.9569
13-1041.03,21-1011.00,Undirected,60221,,0.9623
13-1041.03,21-1012.00,Undirected,60222,,0.9606
13-1041.03,21-1013.00,Undirected,60223,,0.9547
13-1041.03,21-1014.00,Undirected,60224,,0.958
13-1041.03,21-1092.00,Undirected,60225,,0.9504
13-1041.03,23-1011.00,Undirected,60226,,0.9568
13-1041.03,23-1012.00,Undirected,60227,,0.9553
13-1041.03,23-1021.00,Undirected,60228,,0.975
13-1041.03,23-1023.00,Undirected,60229,,0.9627
13-1041.03,23-2011.00,Undirected,60230,,0.9506
13-1041.03,25-2051.00,Undirected,60231,,0.9646
13-1041.03,27-3031.00,Undirected,60232,,0.9533
13-1041.03,29-1129.01,Undirected,60233,,0.9618
13-1041.03,31-9099.01,Undirected,60234,,0.9542
13-1041.03,33-3021.06,Undirected,60235,,0.9748
13-1041.03,33-9021.00,Undirected,60236,,0.9644
13-1041.03,43-4131.00,Undirected,60237,,0.9572
13-1041.03,43-4161.00,Undirected,60238,,0.9578
13-1041.04,13-2023.00,Undirected,60239,,0.9539
13-1041.04,17-2111.00,Undirected,60240,,0.9678
13-1041.04,19-5012.00,Undirected,60241,,0.9659
13-1041.04,33-2021.00,Undirected,60242,,0.9597
13-1041.04,33-9099.02,Undirected,60243,,0.9564
13-1041.04,47-4011.00,Undirected,60244,,0.9558
13-1041.04,53-6051.00,Undirected,60245,,0.9559
13-1041.06,29-1141.00,Undirected,60246,,0.9521
13-1041.06,29-1141.01,Undirected,60247,,0.9523
13-1041.06,29-1161.00,Undirected,60248,,0.9555
13-1041.06,29-1214.00,Undirected,60249,,0.955
13-1041.06,29-1218.00,Undirected,60250,,0.9575
13-1041.06,29-1229.04,Undirected,60251,,0.9565
13-1041.06,29-1241.00,Undirected,60252,,0.9612
13-1041.06,29-1299.01,Undirected,60253,,0.9503
13-1041.06,31-9092.00,Undirected,60254,,0.9578
13-1041.07,13-1081.00,Undirected,60255,,0.9568
13-1041.07,13-1081.02,Undirected,60256,,0.9598
13-1041.07,13-1111.00,Undirected,60257,,0.9738
13-1041.07,13-1141.00,Undirected,60258,,0.9621
13-1041.07,13-1161.00,Undirected,60259,,0.9653
13-1041.07,13-1161.01,Undirected,60260,,0.9548
13-1041.07,13-1199.04,Undirected,60261,,0.9691
13-1041.07,13-1199.05,Undirected,60262,,0.9698
13-1041.07,13-2053.00,Undirected,60263,,0.959
13-1041.07,13-2061.00,Undirected,60264,,0.9573
13-1041.07,15-1299.03,Undirected,60265,,0.9612
13-1041.07,19-2041.01,Undirected,60266,,0.953
13-1041.07,19-3051.00,Undirected,60267,,0.9716
13-1041.07,19-3099.01,Undirected,60268,,0.9523
13-1041.07,23-1011.00,Undirected,60269,,0.9552
13-1041.07,23-1021.00,Undirected,60270,,0.9519
13-1041.07,25-4011.00,Undirected,60271,,0.9562
13-1041.07,25-4012.00,Undirected,60272,,0.9586
13-1041.07,27-1011.00,Undirected,60273,,0.9526
13-1041.07,27-1024.00,Undirected,60274,,0.9512
13-1041.07,27-3031.00,Undirected,60275,,0.953
13-1041.08,13-1071.00,Undirected,60276,,0.9571
13-1041.08,13-1075.00,Undirected,60277,,0.9503
13-1041.08,13-1141.00,Undirected,60278,,0.9513
13-1041.08,13-2011.00,Undirected,60279,,0.9736
13-1041.08,13-2053.00,Undirected,60280,,0.977
13-1041.08,13-2072.00,Undirected,60281,,0.9656
13-1041.08,13-2099.04,Undirected,60282,,0.9695
13-1041.08,25-4022.00,Undirected,60283,,0.9541
13-1041.08,25-9031.00,Undirected,60284,,0.9526
13-1041.08,41-3031.00,Undirected,60285,,0.9526
13-1041.08,43-3061.00,Undirected,60286,,0.9531
13-1041.08,43-4011.00,Undirected,60287,,0.965
13-1041.08,43-4041.00,Undirected,60288,,0.9501
13-1051.00,13-2031.00,Undirected,60289,,0.9718
13-1051.00,13-2052.00,Undirected,60290,,0.9619
13-1071.00,13-1075.00,Undirected,60291,,0.9613
13-1071.00,13-2011.00,Undirected,60292,,0.9539
13-1071.00,13-2053.00,Undirected,60293,,0.9559
13-1071.00,13-2072.00,Undirected,60294,,0.953
13-1071.00,13-2099.04,Undirected,60295,,0.9549
13-1071.00,19-3033.00,Undirected,60296,,0.9527
13-1071.00,19-3039.03,Undirected,60297,,0.951
13-1071.00,21-1011.00,Undirected,60298,,0.9599
13-1071.00,21-1012.00,Undirected,60299,,0.9648
13-1071.00,21-1094.00,Undirected,60300,,0.9654
13-1071.00,23-1011.00,Undirected,60301,,0.9538
13-1071.00,23-1012.00,Undirected,60302,,0.9504
13-1071.00,23-1021.00,Undirected,60303,,0.9592
13-1071.00,25-2051.00,Undirected,60304,,0.9531
13-1071.00,25-3031.00,Undirected,60305,,0.9503
13-1071.00,25-4022.00,Undirected,60306,,0.9601
13-1071.00,25-9031.00,Undirected,60307,,0.9503
13-1071.00,27-2012.04,Undirected,60308,,0.9552
13-1071.00,27-3023.00,Undirected,60309,,0.9635
13-1071.00,27-3043.00,Undirected,60310,,0.9539
13-1071.00,27-3091.00,Undirected,60311,,0.9577
13-1071.00,43-4021.00,Undirected,60312,,0.9571
13-1071.00,43-4031.00,Undirected,60313,,0.959
13-1071.00,43-4041.00,Undirected,60314,,0.9615
13-1071.00,43-4061.00,Undirected,60315,,0.9505
13-1071.00,43-4111.00,Undirected,60316,,0.9522
13-1071.00,43-4161.00,Undirected,60317,,0.9657
13-1071.00,43-6011.00,Undirected,60318,,0.9694
13-1075.00,13-1131.00,Undirected,60319,,0.9715
13-1075.00,13-2053.00,Undirected,60320,,0.9609
13-1075.00,13-2071.00,Undirected,60321,,0.9626
13-1075.00,13-2099.04,Undirected,60322,,0.9601
13-1075.00,19-3034.00,Undirected,60323,,0.9528
13-1075.00,21-1011.00,Undirected,60324,,0.9572
13-1075.00,21-1012.00,Undirected,60325,,0.9653
13-1075.00,21-1094.00,Undirected,60326,,0.9525
13-1075.00,21-2011.00,Undirected,60327,,0.9579
13-1075.00,23-1011.00,Undirected,60328,,0.9836
13-1075.00,23-1021.00,Undirected,60329,,0.9629
13-1075.00,23-1022.00,Undirected,60330,,0.9691
13-1075.00,27-2012.04,Undirected,60331,,0.9639
13-1075.00,27-2041.00,Undirected,60332,,0.9633
13-1075.00,27-3031.00,Undirected,60333,,0.9644
13-1075.00,41-4011.07,Undirected,60334,,0.9504
13-1075.00,41-4012.00,Undirected,60335,,0.9634
13-1075.00,41-9022.00,Undirected,60336,,0.9504
13-1075.00,43-4061.00,Undirected,60337,,0.9503
13-1075.00,43-4111.00,Undirected,60338,,0.954
13-1075.00,43-4161.00,Undirected,60339,,0.9548
13-1075.00,43-9041.00,Undirected,60340,,0.9531
13-1081.00,13-1081.02,Undirected,60341,,0.9535
13-1081.00,13-1111.00,Undirected,60342,,0.9679
13-1081.00,13-1141.00,Undirected,60343,,0.9511
13-1081.00,13-1199.04,Undirected,60344,,0.9635
13-1081.00,15-1299.09,Undirected,60345,,0.959
13-1081.00,25-4012.00,Undirected,60346,,0.9607
13-1081.00,27-1011.00,Undirected,60347,,0.9693
13-1081.00,27-2041.00,Undirected,60348,,0.9503
13-1081.00,41-1011.00,Undirected,60349,,0.9515
13-1081.02,13-1111.00,Undirected,60350,,0.9537
13-1081.02,13-1199.04,Undirected,60351,,0.9622
13-1081.02,15-1299.03,Undirected,60352,,0.9519
13-1081.02,15-1299.09,Undirected,60353,,0.952
13-1081.02,25-4012.00,Undirected,60354,,0.963
13-1111.00,13-1141.00,Undirected,60355,,0.9638
13-1111.00,13-1161.00,Undirected,60356,,0.9585
13-1111.00,13-1199.04,Undirected,60357,,0.967
13-1111.00,13-1199.05,Undirected,60358,,0.961
13-1111.00,13-2052.00,Undirected,60359,,0.9502
13-1111.00,13-2053.00,Undirected,60360,,0.9576
13-1111.00,13-2061.00,Undirected,60361,,0.9637
13-1111.00,15-1299.03,Undirected,60362,,0.9517
13-1111.00,19-3051.00,Undirected,60363,,0.9677
13-1111.00,19-3099.01,Undirected,60364,,0.9595
13-1111.00,27-2041.00,Undirected,60365,,0.9577
13-1111.00,27-3031.00,Undirected,60366,,0.9566
13-1121.00,27-1025.00,Undirected,60367,,0.9529
13-1131.00,13-2011.00,Undirected,60368,,0.9506
13-1131.00,13-2052.00,Undirected,60369,,0.9524
13-1131.00,13-2053.00,Undirected,60370,,0.9534
13-1131.00,41-3031.00,Undirected,60371,,0.9537
13-1131.00,41-4011.00,Undirected,60372,,0.9549
13-1131.00,41-4012.00,Undirected,60373,,0.9505
13-1131.00,41-9022.00,Undirected,60374,,0.9524
13-1141.00,13-1161.00,Undirected,60375,,0.972
13-1141.00,13-1199.05,Undirected,60376,,0.9641
13-1141.00,13-2011.00,Undirected,60377,,0.9575
13-1141.00,13-2052.00,Undirected,60378,,0.96
13-1141.00,13-2053.00,Undirected,60379,,0.9708
13-1141.00,13-2061.00,Undirected,60380,,0.9649
13-1141.00,13-2071.00,Undirected,60381,,0.9568
13-1141.00,13-2081.00,Undirected,60382,,0.9502
13-1141.00,19-2041.01,Undirected,60383,,0.9717
13-1141.00,19-3011.00,Undirected,60384,,0.958
13-1141.00,19-3022.00,Undirected,60385,,0.9513
13-1141.00,19-3051.00,Undirected,60386,,0.9644
13-1141.00,19-3094.00,Undirected,60387,,0.9542
13-1141.00,19-3099.01,Undirected,60388,,0.9612
13-1141.00,23-1011.00,Undirected,60389,,0.9504
13-1141.00,25-1011.00,Undirected,60390,,0.953
13-1141.00,27-2041.00,Undirected,60391,,0.9501
13-1141.00,33-3021.06,Undirected,60392,,0.9655
13-1141.00,43-4011.00,Undirected,60393,,0.9526
13-1151.00,21-1091.00,Undirected,60394,,0.9646
13-1151.00,21-2021.00,Undirected,60395,,0.9673
13-1151.00,25-1011.00,Undirected,60396,,0.9513
13-1151.00,25-1031.00,Undirected,60397,,0.9696
13-1151.00,25-1062.00,Undirected,60398,,0.9501
13-1151.00,25-1067.00,Undirected,60399,,0.9525
13-1151.00,25-1081.00,Undirected,60400,,0.9597
13-1151.00,25-1082.00,Undirected,60401,,0.9528
13-1151.00,25-1111.00,Undirected,60402,,0.9601
13-1151.00,25-1113.00,Undirected,60403,,0.9627
13-1151.00,25-1121.00,Undirected,60404,,0.9673
13-1151.00,25-1122.00,Undirected,60405,,0.9638
13-1151.00,25-1124.00,Undirected,60406,,0.9572
13-1151.00,25-1125.00,Undirected,60407,,0.9666
13-1151.00,25-1126.00,Undirected,60408,,0.956
13-1151.00,25-1192.00,Undirected,60409,,0.9532
13-1151.00,25-1193.00,Undirected,60410,,0.9586
13-1151.00,25-2021.00,Undirected,60411,,0.9606
13-1151.00,25-2022.00,Undirected,60412,,0.9512
13-1151.00,25-2023.00,Undirected,60413,,0.9613
13-1151.00,25-2031.00,Undirected,60414,,0.9669
13-1151.00,25-2051.00,Undirected,60415,,0.9508
13-1151.00,25-2058.00,Undirected,60416,,0.9676
13-1151.00,25-2059.01,Undirected,60417,,0.9579
13-1151.00,25-9031.00,Undirected,60418,,0.9707
13-1151.00,27-2022.00,Undirected,60419,,0.9553
13-1151.00,27-2032.00,Undirected,60420,,0.9755
13-1151.00,29-1122.00,Undirected,60421,,0.9634
13-1151.00,29-1125.00,Undirected,60422,,0.9558
13-1161.00,13-1199.05,Undirected,60423,,0.9652
13-1161.00,13-2053.00,Undirected,60424,,0.9581
13-1161.00,13-2061.00,Undirected,60425,,0.9573
13-1161.00,15-2011.00,Undirected,60426,,0.9509
13-1161.00,15-2051.01,Undirected,60427,,0.9572
13-1161.00,19-2021.00,Undirected,60428,,0.9513
13-1161.00,19-2041.01,Undirected,60429,,0.9655
13-1161.00,19-2041.03,Undirected,60430,,0.956
13-1161.00,19-3011.00,Undirected,60431,,0.977
13-1161.00,19-3022.00,Undirected,60432,,0.9771
13-1161.00,19-3032.00,Undirected,60433,,0.9645
13-1161.00,19-3041.00,Undirected,60434,,0.95
13-1161.00,19-3051.00,Undirected,60435,,0.9561
13-1161.00,19-3092.00,Undirected,60436,,0.9634
13-1161.00,19-3094.00,Undirected,60437,,0.9588
13-1161.00,19-3099.01,Undirected,60438,,0.9763
13-1161.00,25-1031.00,Undirected,60439,,0.9511
13-1161.00,25-1063.00,Undirected,60440,,0.9501
13-1161.00,33-3021.06,Undirected,60441,,0.9657
13-1161.01,13-1199.04,Undirected,60442,,0.9607
13-1161.01,13-2011.00,Undirected,60443,,0.9538
13-1161.01,15-1211.01,Undirected,60444,,0.9532
13-1161.01,15-1299.03,Undirected,60445,,0.9752
13-1161.01,15-2051.01,Undirected,60446,,0.9543
13-1161.01,27-1024.00,Undirected,60447,,0.9516
13-1199.04,13-1199.07,Undirected,60448,,0.96
13-1199.04,13-2061.00,Undirected,60449,,0.9662
13-1199.04,15-1299.03,Undirected,60450,,0.9584
13-1199.04,25-4012.00,Undirected,60451,,0.956
13-1199.04,27-1011.00,Undirected,60452,,0.9548
13-1199.04,27-2041.00,Undirected,60453,,0.9563
13-1199.05,13-2011.00,Undirected,60454,,0.95
13-1199.05,13-2053.00,Undirected,60455,,0.9634
13-1199.05,13-2061.00,Undirected,60456,,0.9548
13-1199.05,17-1021.00,Undirected,60457,,0.9501
13-1199.05,17-2081.00,Undirected,60458,,0.954
13-1199.05,17-2111.00,Undirected,60459,,0.9514
13-1199.05,19-2041.01,Undirected,60460,,0.955
13-1199.05,19-3034.00,Undirected,60461,,0.951
13-1199.05,19-3039.02,Undirected,60462,,0.9589
13-1199.05,19-3091.00,Undirected,60463,,0.9554
13-1199.05,21-1011.00,Undirected,60464,,0.9503
13-1199.05,23-1021.00,Undirected,60465,,0.951
13-1199.05,25-1031.00,Undirected,60466,,0.9516
13-1199.05,25-1072.00,Undirected,60467,,0.9539
13-1199.05,25-1193.00,Undirected,60468,,0.9529
13-1199.05,25-4011.00,Undirected,60469,,0.9676
13-1199.05,25-4012.00,Undirected,60470,,0.9567
13-1199.05,29-1217.00,Undirected,60471,,0.9535
13-1199.05,29-1229.05,Undirected,60472,,0.9548
13-1199.05,29-1299.01,Undirected,60473,,0.9584
13-1199.05,33-3021.06,Undirected,60474,,0.9621
13-1199.06,41-3031.00,Undirected,60475,,0.9513
13-1199.07,27-1011.00,Undirected,60476,,0.9517
13-1199.07,27-1026.00,Undirected,60477,,0.9503
13-2011.00,13-2022.00,Undirected,60478,,0.9598
13-2011.00,13-2023.00,Undirected,60479,,0.9554
13-2011.00,13-2052.00,Undirected,60480,,0.9566
13-2011.00,13-2053.00,Undirected,60481,,0.9753
13-2011.00,13-2061.00,Undirected,60482,,0.9527
13-2011.00,13-2071.00,Undirected,60483,,0.9575
13-2011.00,13-2072.00,Undirected,60484,,0.9756
13-2011.00,13-2081.00,Undirected,60485,,0.976
13-2011.00,13-2082.00,Undirected,60486,,0.9606
13-2011.00,13-2099.04,Undirected,60487,,0.9686
13-2011.00,15-2051.01,Undirected,60488,,0.9618
13-2011.00,41-3031.00,Undirected,60489,,0.9612
13-2011.00,43-3031.00,Undirected,60490,,0.9608
13-2011.00,43-3061.00,Undirected,60491,,0.9644
13-2011.00,43-4011.00,Undirected,60492,,0.9651
13-2011.00,43-4021.00,Undirected,60493,,0.9595
13-2011.00,43-4031.00,Undirected,60494,,0.9531
13-2011.00,43-4041.00,Undirected,60495,,0.9627
13-2011.00,43-4131.00,Undirected,60496,,0.9609
13-2011.00,43-4141.00,Undirected,60497,,0.9501
13-2011.00,43-4161.00,Undirected,60498,,0.9502
13-2011.00,43-5011.01,Undirected,60499,,0.9501
13-2011.00,43-6011.00,Undirected,60500,,0.965
13-2011.00,43-9041.00,Undirected,60501,,0.9572
13-2022.00,13-2023.00,Undirected,60502,,0.972
13-2022.00,13-2053.00,Undirected,60503,,0.9546
13-2022.00,13-2081.00,Undirected,60504,,0.9649
13-2022.00,13-2082.00,Undirected,60505,,0.9505
13-2022.00,17-1021.00,Undirected,60506,,0.9524
13-2022.00,23-2093.00,Undirected,60507,,0.9541
13-2022.00,41-9021.00,Undirected,60508,,0.9615
13-2022.00,43-4021.00,Undirected,60509,,0.9636
13-2022.00,43-4131.00,Undirected,60510,,0.9561
13-2022.00,43-4151.00,Undirected,60511,,0.9527
13-2022.00,43-6011.00,Undirected,60512,,0.953
13-2022.00,43-9041.00,Undirected,60513,,0.9525
13-2023.00,13-2081.00,Undirected,60514,,0.9674
13-2023.00,27-3023.00,Undirected,60515,,0.9513
13-2023.00,33-9021.00,Undirected,60516,,0.9661
13-2023.00,41-9021.00,Undirected,60517,,0.9531
13-2023.00,43-4021.00,Undirected,60518,,0.956
13-2023.00,43-4131.00,Undirected,60519,,0.9602
13-2023.00,43-4151.00,Undirected,60520,,0.9595
13-2023.00,43-9041.00,Undirected,60521,,0.9544
13-2031.00,13-2099.01,Undirected,60522,,0.9633
13-2031.00,15-2011.00,Undirected,60523,,0.9523
13-2031.00,41-3031.00,Undirected,60524,,0.9502
13-2041.00,15-2051.01,Undirected,60525,,0.9514
13-2052.00,13-2053.00,Undirected,60526,,0.9638
13-2052.00,13-2071.00,Undirected,60527,,0.9551
13-2052.00,41-3031.00,Undirected,60528,,0.9636
13-2052.00,43-4131.00,Undirected,60529,,0.9538
13-2053.00,13-2071.00,Undirected,60530,,0.9623
13-2053.00,13-2072.00,Undirected,60531,,0.9767
13-2053.00,13-2081.00,Undirected,60532,,0.9608
13-2053.00,13-2082.00,Undirected,60533,,0.9527
13-2053.00,13-2099.04,Undirected,60534,,0.9727
13-2053.00,15-2051.01,Undirected,60535,,0.9527
13-2053.00,19-2041.01,Undirected,60536,,0.9565
13-2053.00,19-3011.00,Undirected,60537,,0.9512
13-2053.00,19-3033.00,Undirected,60538,,0.9507
13-2053.00,19-3039.03,Undirected,60539,,0.9575
13-2053.00,23-1011.00,Undirected,60540,,0.9597
13-2053.00,23-1021.00,Undirected,60541,,0.9665
13-2053.00,23-1023.00,Undirected,60542,,0.9504
13-2053.00,23-2093.00,Undirected,60543,,0.9573
13-2053.00,33-3021.06,Undirected,60544,,0.972
13-2053.00,41-3031.00,Undirected,60545,,0.955
13-2053.00,43-3031.00,Undirected,60546,,0.9514
13-2053.00,43-3061.00,Undirected,60547,,0.958
13-2053.00,43-4011.00,Undirected,60548,,0.9595
13-2053.00,43-4021.00,Undirected,60549,,0.963
13-2053.00,43-4041.00,Undirected,60550,,0.9502
13-2053.00,43-4131.00,Undirected,60551,,0.9628
13-2053.00,43-4161.00,Undirected,60552,,0.9564
13-2053.00,43-6011.00,Undirected,60553,,0.9536
13-2061.00,19-3011.00,Undirected,60554,,0.9503
13-2071.00,13-2081.00,Undirected,60555,,0.9562
13-2071.00,13-2082.00,Undirected,60556,,0.9574
13-2071.00,19-3034.00,Undirected,60557,,0.9608
13-2071.00,21-1012.00,Undirected,60558,,0.9536
13-2071.00,33-3021.06,Undirected,60559,,0.9627
13-2071.00,41-3021.00,Undirected,60560,,0.9654
13-2071.00,41-4011.07,Undirected,60561,,0.9539
13-2071.00,43-4021.00,Undirected,60562,,0.951
13-2071.00,43-4051.00,Undirected,60563,,0.9504
13-2071.00,43-4131.00,Undirected,60564,,0.9634
13-2072.00,13-2081.00,Undirected,60565,,0.9722
13-2072.00,13-2082.00,Undirected,60566,,0.9609
13-2072.00,13-2099.04,Undirected,60567,,0.9675
13-2072.00,43-3061.00,Undirected,60568,,0.9659
13-2072.00,43-4011.00,Undirected,60569,,0.9592
13-2072.00,43-4021.00,Undirected,60570,,0.9571
13-2072.00,43-4041.00,Undirected,60571,,0.9554
13-2072.00,43-4131.00,Undirected,60572,,0.9688
13-2081.00,13-2082.00,Undirected,60573,,0.9763
13-2081.00,15-2051.01,Undirected,60574,,0.956
13-2081.00,23-2093.00,Undirected,60575,,0.9503
13-2081.00,33-3021.06,Undirected,60576,,0.9512
13-2081.00,41-9021.00,Undirected,60577,,0.9568
13-2081.00,43-3061.00,Undirected,60578,,0.9524
13-2081.00,43-4011.00,Undirected,60579,,0.9585
13-2081.00,43-4021.00,Undirected,60580,,0.9575
13-2081.00,43-4041.00,Undirected,60581,,0.9523
13-2081.00,43-4131.00,Undirected,60582,,0.9736
13-2081.00,43-4141.00,Undirected,60583,,0.9614
13-2081.00,43-4151.00,Undirected,60584,,0.9609
13-2081.00,43-4161.00,Undirected,60585,,0.9509
13-2081.00,43-6011.00,Undirected,60586,,0.9603
13-2082.00,23-2093.00,Undirected,60587,,0.9545
13-2082.00,43-3051.00,Undirected,60588,,0.9515
13-2082.00,43-3061.00,Undirected,60589,,0.9502
13-2082.00,43-4021.00,Undirected,60590,,0.9569
13-2082.00,43-4041.00,Undirected,60591,,0.9597
13-2082.00,43-4131.00,Undirected,60592,,0.9659
13-2082.00,43-4141.00,Undirected,60593,,0.9507
13-2082.00,43-6011.00,Undirected,60594,,0.9548
13-2099.01,15-2011.00,Undirected,60595,,0.9597
13-2099.01,15-2051.01,Undirected,60596,,0.9611
13-2099.01,19-3011.00,Undirected,60597,,0.9528
13-2099.01,19-3011.01,Undirected,60598,,0.9565
13-2099.04,23-1011.00,Undirected,60599,,0.9513
13-2099.04,23-1021.00,Undirected,60600,,0.9579
13-2099.04,27-3023.00,Undirected,60601,,0.9521
13-2099.04,43-3061.00,Undirected,60602,,0.9522
13-2099.04,43-4021.00,Undirected,60603,,0.9588
13-2099.04,43-4041.00,Undirected,60604,,0.955
13-2099.04,43-4161.00,Undirected,60605,,0.9506
15-1211.01,17-3011.00,Undirected,60606,,0.9514
15-1211.01,17-3012.00,Undirected,60607,,0.9517
15-1243.00,15-1243.01,Undirected,60608,,0.9571
15-1299.09,25-4012.00,Undirected,60609,,0.9566
15-2011.00,19-3011.00,Undirected,60610,,0.9509
15-2011.00,19-3099.01,Undirected,60611,,0.9542
15-2021.00,15-2041.00,Undirected,60612,,0.9757
15-2021.00,15-2041.01,Undirected,60613,,0.968
15-2031.00,15-2041.00,Undirected,60614,,0.9616
15-2031.00,15-2041.01,Undirected,60615,,0.956
15-2041.00,15-2041.01,Undirected,60616,,0.9801
15-2041.01,19-2012.00,Undirected,60617,,0.9552
15-2051.01,17-1021.00,Undirected,60618,,0.9553
15-2051.01,19-3011.00,Undirected,60619,,0.9702
15-2051.01,19-3022.00,Undirected,60620,,0.962
15-2051.01,33-3021.06,Undirected,60621,,0.9581
17-1011.00,17-1012.00,Undirected,60622,,0.9615
17-1021.00,33-3021.06,Undirected,60623,,0.9505
17-2011.00,17-2112.01,Undirected,60624,,0.9572
17-2051.02,17-2112.01,Undirected,60625,,0.9555
17-2051.02,17-2141.02,Undirected,60626,,0.9627
17-2051.02,17-2199.03,Undirected,60627,,0.9602
17-2051.02,17-2199.10,Undirected,60628,,0.9633
17-2051.02,19-2099.01,Undirected,60629,,0.9509
17-2081.00,17-2171.00,Undirected,60630,,0.9531
17-2081.00,17-2199.03,Undirected,60631,,0.9554
17-2081.00,19-1011.00,Undirected,60632,,0.9742
17-2081.00,19-1012.00,Undirected,60633,,0.9509
17-2081.00,19-1013.00,Undirected,60634,,0.9544
17-2081.00,19-1023.00,Undirected,60635,,0.9721
17-2081.00,19-1029.03,Undirected,60636,,0.9501
17-2081.00,19-1031.00,Undirected,60637,,0.9648
17-2081.00,19-1031.02,Undirected,60638,,0.9551
17-2081.00,19-1042.00,Undirected,60639,,0.9519
17-2081.00,19-2041.00,Undirected,60640,,0.972
17-2081.00,19-2041.02,Undirected,60641,,0.9723
17-2081.00,29-1051.00,Undirected,60642,,0.9567
17-2081.00,29-1218.00,Undirected,60643,,0.9571
17-2081.00,29-2036.00,Undirected,60644,,0.9588
17-2111.00,19-5012.00,Undirected,60645,,0.9678
17-2111.00,29-1229.06,Undirected,60646,,0.9627
17-2111.00,47-4011.00,Undirected,60647,,0.9624
17-2112.01,17-2141.02,Undirected,60648,,0.953
17-2112.01,19-1029.01,Undirected,60649,,0.9563
17-2112.02,17-2199.06,Undirected,60650,,0.9503
17-2112.02,19-1011.00,Undirected,60651,,0.9542
17-2112.02,19-1013.00,Undirected,60652,,0.9555
17-2112.02,19-2032.00,Undirected,60653,,0.9585
17-2112.02,19-2041.00,Undirected,60654,,0.9548
17-2131.00,19-2032.00,Undirected,60655,,0.9586
17-2141.02,17-2199.10,Undirected,60656,,0.9606
17-2141.02,19-2099.01,Undirected,60657,,0.9523
17-2151.00,19-2041.02,Undirected,60658,,0.9512
17-2171.00,19-2041.02,Undirected,60659,,0.952
17-2199.03,17-2199.10,Undirected,60660,,0.972
17-2199.03,17-3022.00,Undirected,60661,,0.956
17-2199.03,19-1011.00,Undirected,60662,,0.9736
17-2199.03,19-1013.00,Undirected,60663,,0.9634
17-2199.03,19-1031.00,Undirected,60664,,0.952
17-2199.03,19-1042.00,Undirected,60665,,0.9617
17-2199.03,19-2032.00,Undirected,60666,,0.9544
17-2199.03,19-2041.02,Undirected,60667,,0.9743
17-2199.03,19-2099.01,Undirected,60668,,0.9535
17-2199.06,19-1011.00,Undirected,60669,,0.9514
17-2199.06,19-1012.00,Undirected,60670,,0.9504
17-2199.06,19-1013.00,Undirected,60671,,0.9507
17-2199.10,17-3022.00,Undirected,60672,,0.9506
17-2199.10,19-2041.02,Undirected,60673,,0.9578
17-2199.10,19-2099.01,Undirected,60674,,0.9515
17-2199.11,19-2032.00,Undirected,60675,,0.9511
19-1011.00,19-1012.00,Undirected,60676,,0.9641
19-1011.00,19-1013.00,Undirected,60677,,0.9802
19-1011.00,19-1022.00,Undirected,60678,,0.9532
19-1011.00,19-1023.00,Undirected,60679,,0.9634
19-1011.00,19-1029.01,Undirected,60680,,0.9668
19-1011.00,19-1029.03,Undirected,60681,,0.9716
19-1011.00,19-1031.00,Undirected,60682,,0.9648
19-1011.00,19-1042.00,Undirected,60683,,0.9807
19-1011.00,19-2021.00,Undirected,60684,,0.96
19-1011.00,19-2032.00,Undirected,60685,,0.9659
19-1011.00,19-2041.00,Undirected,60686,,0.974
19-1011.00,19-2041.02,Undirected,60687,,0.9751
19-1011.00,19-2041.03,Undirected,60688,,0.9631
19-1011.00,19-2042.00,Undirected,60689,,0.959
19-1011.00,29-1131.00,Undirected,60690,,0.9539
19-1011.00,29-1216.00,Undirected,60691,,0.9553
19-1011.00,29-1222.00,Undirected,60692,,0.9582
19-1011.00,29-2036.00,Undirected,60693,,0.9639
19-1012.00,19-1013.00,Undirected,60694,,0.9648
19-1012.00,19-1042.00,Undirected,60695,,0.9538
19-1012.00,19-2032.00,Undirected,60696,,0.9517
19-1013.00,19-1022.00,Undirected,60697,,0.959
19-1013.00,19-1029.03,Undirected,60698,,0.9518
19-1013.00,19-1042.00,Undirected,60699,,0.9715
19-1013.00,19-2032.00,Undirected,60700,,0.9756
19-1013.00,19-2041.00,Undirected,60701,,0.9608
19-1013.00,19-2041.02,Undirected,60702,,0.9583
19-1013.00,19-2042.00,Undirected,60703,,0.9517
19-1013.00,19-2099.01,Undirected,60704,,0.9525
19-1022.00,19-1029.02,Undirected,60705,,0.9724
19-1022.00,19-1042.00,Undirected,60706,,0.9557
19-1022.00,19-2032.00,Undirected,60707,,0.9514
19-1022.00,19-2041.00,Undirected,60708,,0.9513
19-1023.00,19-1029.01,Undirected,60709,,0.957
19-1023.00,19-1029.03,Undirected,60710,,0.9523
19-1023.00,19-1031.00,Undirected,60711,,0.9734
19-1023.00,19-2041.00,Undirected,60712,,0.9693
19-1023.00,19-2041.02,Undirected,60713,,0.9617
19-1023.00,29-1011.00,Undirected,60714,,0.9584
19-1023.00,29-1041.00,Undirected,60715,,0.9572
19-1023.00,29-1217.00,Undirected,60716,,0.9566
19-1023.00,29-1218.00,Undirected,60717,,0.9606
19-1023.00,29-1222.00,Undirected,60718,,0.9589
