Source,Target,Type,Id,Label,Weight
19-1023.00,29-1229.03,Undirected,60719,,0.9581
19-1023.00,29-2036.00,Undirected,60720,,0.9594
19-1029.01,19-1029.03,Undirected,60721,,0.9574
19-1029.01,19-1031.00,Undirected,60722,,0.9583
19-1029.01,19-1042.00,Undirected,60723,,0.9605
19-1029.01,19-2021.00,Undirected,60724,,0.9705
19-1029.01,19-2041.00,Undirected,60725,,0.9588
19-1029.01,19-2041.02,Undirected,60726,,0.9521
19-1029.01,19-2041.03,Undirected,60727,,0.9697
19-1029.01,19-2042.00,Undirected,60728,,0.9597
19-1029.01,19-3039.02,Undirected,60729,,0.9601
19-1029.01,19-3092.00,Undirected,60730,,0.9589
19-1029.01,19-4061.00,Undirected,60731,,0.9626
19-1029.01,25-1052.00,Undirected,60732,,0.9501
19-1029.01,29-1071.00,Undirected,60733,,0.9541
19-1029.01,29-1131.00,Undirected,60734,,0.9539
19-1029.01,29-1217.00,Undirected,60735,,0.9562
19-1029.01,29-1222.00,Undirected,60736,,0.9542
19-1029.01,29-2036.00,Undirected,60737,,0.9707
19-1029.03,19-1042.00,Undirected,60738,,0.9658
19-1029.03,19-2041.00,Undirected,60739,,0.9602
19-1029.03,19-3039.02,Undirected,60740,,0.9523
19-1029.03,25-1032.00,Undirected,60741,,0.9508
19-1029.03,25-1052.00,Undirected,60742,,0.9608
19-1029.03,25-1053.00,Undirected,60743,,0.9526
19-1029.03,29-1222.00,Undirected,60744,,0.9519
19-1029.03,29-2036.00,Undirected,60745,,0.962
19-1029.04,19-4061.00,Undirected,60746,,0.9587
19-1031.00,19-2041.00,Undirected,60747,,0.9738
19-1031.00,19-2041.02,Undirected,60748,,0.9687
19-1031.00,29-1011.00,Undirected,60749,,0.9659
19-1031.00,29-1041.00,Undirected,60750,,0.9733
19-1031.00,29-1051.00,Undirected,60751,,0.9583
19-1031.00,29-1071.00,Undirected,60752,,0.9501
19-1031.00,29-1131.00,Undirected,60753,,0.9604
19-1031.00,29-1171.00,Undirected,60754,,0.9522
19-1031.00,29-1217.00,Undirected,60755,,0.9533
19-1031.00,29-1218.00,Undirected,60756,,0.9554
19-1031.00,29-1222.00,Undirected,60757,,0.9571
19-1031.00,29-1229.04,Undirected,60758,,0.9513
19-1031.00,29-2036.00,Undirected,60759,,0.966
19-1031.02,53-6041.00,Undirected,60760,,0.9592
19-1031.03,21-1011.00,Undirected,60761,,0.9529
19-1031.03,21-1091.00,Undirected,60762,,0.9538
19-1031.03,29-1122.00,Undirected,60763,,0.96
19-1031.03,29-1123.00,Undirected,60764,,0.967
19-1031.03,29-1125.00,Undirected,60765,,0.9573
19-1031.03,29-1141.04,Undirected,60766,,0.9557
19-1041.00,19-2021.00,Undirected,60767,,0.9672
19-1041.00,19-2041.03,Undirected,60768,,0.9717
19-1041.00,19-2042.00,Undirected,60769,,0.9507
19-1041.00,19-3032.00,Undirected,60770,,0.9698
19-1041.00,19-3041.00,Undirected,60771,,0.9588
19-1041.00,19-3051.00,Undirected,60772,,0.9529
19-1041.00,19-3092.00,Undirected,60773,,0.9707
19-1041.00,25-1066.00,Undirected,60774,,0.9507
19-1041.00,29-1216.00,Undirected,60775,,0.951
19-1041.00,29-1223.00,Undirected,60776,,0.9505
19-1041.00,29-1229.05,Undirected,60777,,0.9685
19-1042.00,19-2021.00,Undirected,60778,,0.9683
19-1042.00,19-2032.00,Undirected,60779,,0.9591
19-1042.00,19-2041.00,Undirected,60780,,0.9544
19-1042.00,19-2041.02,Undirected,60781,,0.9567
19-1042.00,19-2041.03,Undirected,60782,,0.9521
19-1042.00,19-2042.00,Undirected,60783,,0.972
19-1042.00,19-2099.01,Undirected,60784,,0.9569
19-1042.00,19-3092.00,Undirected,60785,,0.9545
19-1042.00,29-1131.00,Undirected,60786,,0.9564
19-1042.00,29-2036.00,Undirected,60787,,0.9545
19-2011.00,19-2021.00,Undirected,60788,,0.9706
19-2011.00,19-2042.00,Undirected,60789,,0.9535
19-2011.00,25-1051.00,Undirected,60790,,0.9504
19-2012.00,19-2099.01,Undirected,60791,,0.956
19-2021.00,19-2041.00,Undirected,60792,,0.9513
19-2021.00,19-2041.03,Undirected,60793,,0.9781
19-2021.00,19-2042.00,Undirected,60794,,0.9663
19-2021.00,19-3022.00,Undirected,60795,,0.9592
19-2021.00,19-3032.00,Undirected,60796,,0.9563
19-2021.00,19-3039.02,Undirected,60797,,0.9535
19-2021.00,19-3041.00,Undirected,60798,,0.9557
19-2021.00,19-3092.00,Undirected,60799,,0.9803
19-2021.00,25-1051.00,Undirected,60800,,0.9677
19-2021.00,25-1052.00,Undirected,60801,,0.9501
19-2021.00,25-1053.00,Undirected,60802,,0.9536
19-2021.00,25-1066.00,Undirected,60803,,0.9504
19-2021.00,29-1131.00,Undirected,60804,,0.9559
19-2021.00,29-1216.00,Undirected,60805,,0.9535
19-2021.00,29-1299.02,Undirected,60806,,0.9561
19-2032.00,19-2041.00,Undirected,60807,,0.9562
19-2032.00,19-2042.00,Undirected,60808,,0.9524
19-2041.00,19-2041.02,Undirected,60809,,0.9538
19-2041.00,29-1041.00,Undirected,60810,,0.9618
19-2041.00,29-1051.00,Undirected,60811,,0.9515
19-2041.00,29-1131.00,Undirected,60812,,0.9525
19-2041.00,29-1218.00,Undirected,60813,,0.952
19-2041.00,29-1222.00,Undirected,60814,,0.9582
19-2041.00,29-2036.00,Undirected,60815,,0.9629
19-2041.01,19-2041.03,Undirected,60816,,0.9568
19-2041.01,19-3032.00,Undirected,60817,,0.9512
19-2041.01,19-3041.00,Undirected,60818,,0.9547
19-2041.01,19-3051.00,Undirected,60819,,0.953
19-2041.01,19-3091.00,Undirected,60820,,0.9553
19-2041.01,19-3092.00,Undirected,60821,,0.9668
19-2041.01,19-3094.00,Undirected,60822,,0.9559
19-2041.01,19-3099.01,Undirected,60823,,0.9566
19-2041.01,25-1064.00,Undirected,60824,,0.9521
19-2041.01,29-9092.00,Undirected,60825,,0.9541
19-2041.01,33-3021.06,Undirected,60826,,0.9721
19-2041.02,19-2041.03,Undirected,60827,,0.956
19-2041.03,19-2042.00,Undirected,60828,,0.9531
19-2041.03,19-3022.00,Undirected,60829,,0.9677
19-2041.03,19-3032.00,Undirected,60830,,0.9661
19-2041.03,19-3039.02,Undirected,60831,,0.9509
19-2041.03,19-3092.00,Undirected,60832,,0.9755
19-2041.03,25-1051.00,Undirected,60833,,0.9533
19-2042.00,19-2099.01,Undirected,60834,,0.9564
19-2042.00,19-3092.00,Undirected,60835,,0.9575
19-2042.00,29-1131.00,Undirected,60836,,0.9504
19-3011.00,19-3022.00,Undirected,60837,,0.9658
19-3011.00,19-3094.00,Undirected,60838,,0.9544
19-3011.00,19-3099.01,Undirected,60839,,0.9581
19-3011.00,25-1022.00,Undirected,60840,,0.9565
19-3011.00,25-1063.00,Undirected,60841,,0.9579
19-3011.00,33-3021.06,Undirected,60842,,0.9509
19-3022.00,19-3032.00,Undirected,60843,,0.9567
19-3022.00,19-3092.00,Undirected,60844,,0.9622
19-3022.00,19-3099.01,Undirected,60845,,0.9563
19-3022.00,43-9111.00,Undirected,60846,,0.9541
19-3032.00,19-3041.00,Undirected,60847,,0.9536
19-3032.00,19-3051.00,Undirected,60848,,0.9553
19-3032.00,19-3092.00,Undirected,60849,,0.9617
19-3032.00,19-3099.01,Undirected,60850,,0.9538
19-3032.00,29-1229.05,Undirected,60851,,0.9628
19-3033.00,19-3034.00,Undirected,60852,,0.9819
19-3033.00,19-3039.02,Undirected,60853,,0.9564
19-3033.00,19-3039.03,Undirected,60854,,0.9843
19-3033.00,19-3041.00,Undirected,60855,,0.9597
19-3033.00,19-3094.00,Undirected,60856,,0.954
19-3033.00,21-1011.00,Undirected,60857,,0.9672
19-3033.00,21-1012.00,Undirected,60858,,0.9743
19-3033.00,21-1013.00,Undirected,60859,,0.9636
19-3033.00,21-1014.00,Undirected,60860,,0.9672
19-3033.00,21-1015.00,Undirected,60861,,0.9558
19-3033.00,21-1022.00,Undirected,60862,,0.9566
19-3033.00,21-1023.00,Undirected,60863,,0.9652
19-3033.00,23-1011.00,Undirected,60864,,0.9521
19-3033.00,23-1021.00,Undirected,60865,,0.9744
19-3033.00,23-1023.00,Undirected,60866,,0.9536
19-3033.00,23-2011.00,Undirected,60867,,0.9532
19-3033.00,25-1122.00,Undirected,60868,,0.9525
19-3033.00,25-1126.00,Undirected,60869,,0.9505
19-3033.00,25-2031.00,Undirected,60870,,0.9506
19-3033.00,25-2051.00,Undirected,60871,,0.973
19-3033.00,25-2057.00,Undirected,60872,,0.9658
19-3033.00,25-2058.00,Undirected,60873,,0.9579
19-3033.00,25-3011.00,Undirected,60874,,0.9533
19-3033.00,25-3031.00,Undirected,60875,,0.9631
19-3033.00,25-3041.00,Undirected,60876,,0.957
19-3033.00,25-9043.00,Undirected,60877,,0.9516
19-3033.00,29-1129.01,Undirected,60878,,0.966
19-3033.00,29-1141.02,Undirected,60879,,0.9735
19-3033.00,29-1161.00,Undirected,60880,,0.9547
19-3033.00,29-1213.00,Undirected,60881,,0.9563
19-3033.00,29-1214.00,Undirected,60882,,0.9624
19-3033.00,29-1229.02,Undirected,60883,,0.9569
19-3033.00,29-1299.01,Undirected,60884,,0.9666
19-3033.00,29-2099.08,Undirected,60885,,0.9562
19-3033.00,29-9092.00,Undirected,60886,,0.9642
19-3033.00,31-9099.01,Undirected,60887,,0.9689
19-3033.00,33-3021.06,Undirected,60888,,0.9637
19-3033.00,43-4061.00,Undirected,60889,,0.9593
19-3033.00,43-4161.00,Undirected,60890,,0.9587
19-3034.00,19-3039.03,Undirected,60891,,0.9712
19-3034.00,21-1011.00,Undirected,60892,,0.9626
19-3034.00,21-1012.00,Undirected,60893,,0.9796
19-3034.00,21-1013.00,Undirected,60894,,0.9651
19-3034.00,21-1014.00,Undirected,60895,,0.954
19-3034.00,21-1015.00,Undirected,60896,,0.9617
19-3034.00,21-1021.00,Undirected,60897,,0.9595
19-3034.00,21-1023.00,Undirected,60898,,0.961
19-3034.00,23-1021.00,Undirected,60899,,0.9643
19-3034.00,23-2011.00,Undirected,60900,,0.9578
19-3034.00,25-2021.00,Undirected,60901,,0.9618
19-3034.00,25-2031.00,Undirected,60902,,0.9529
19-3034.00,25-2051.00,Undirected,60903,,0.9776
19-3034.00,25-2057.00,Undirected,60904,,0.9757
19-3034.00,25-2058.00,Undirected,60905,,0.9617
19-3034.00,25-3011.00,Undirected,60906,,0.9651
19-3034.00,25-3031.00,Undirected,60907,,0.9679
19-3034.00,25-3041.00,Undirected,60908,,0.9632
19-3034.00,25-9043.00,Undirected,60909,,0.9566
19-3034.00,27-2023.00,Undirected,60910,,0.9564
19-3034.00,29-1128.00,Undirected,60911,,0.9549
19-3034.00,29-1129.01,Undirected,60912,,0.9642
19-3034.00,29-1141.02,Undirected,60913,,0.9688
19-3034.00,29-1161.00,Undirected,60914,,0.9503
19-3034.00,29-1214.00,Undirected,60915,,0.9551
19-3034.00,29-1229.02,Undirected,60916,,0.959
19-3034.00,29-1299.01,Undirected,60917,,0.9502
19-3034.00,29-9092.00,Undirected,60918,,0.9524
19-3034.00,31-9099.01,Undirected,60919,,0.9639
19-3034.00,33-3021.06,Undirected,60920,,0.9648
19-3034.00,43-4021.00,Undirected,60921,,0.9531
19-3034.00,43-4061.00,Undirected,60922,,0.964
19-3034.00,43-4161.00,Undirected,60923,,0.9558
19-3034.00,43-9041.00,Undirected,60924,,0.9591
19-3039.02,19-3039.03,Undirected,60925,,0.967
19-3039.02,19-3041.00,Undirected,60926,,0.9609
19-3039.02,19-3091.00,Undirected,60927,,0.9601
19-3039.02,19-3092.00,Undirected,60928,,0.9578
19-3039.02,19-3094.00,Undirected,60929,,0.9574
19-3039.02,21-1014.00,Undirected,60930,,0.9507
19-3039.02,25-1072.00,Undirected,60931,,0.9544
19-3039.02,29-1011.00,Undirected,60932,,0.9729
19-3039.02,29-1041.00,Undirected,60933,,0.9578
19-3039.02,29-1071.00,Undirected,60934,,0.9771
19-3039.02,29-1128.00,Undirected,60935,,0.9589
19-3039.02,29-1141.02,Undirected,60936,,0.9512
19-3039.02,29-1161.00,Undirected,60937,,0.9604
19-3039.02,29-1171.00,Undirected,60938,,0.9603
19-3039.02,29-1213.00,Undirected,60939,,0.9664
19-3039.02,29-1214.00,Undirected,60940,,0.9558
19-3039.02,29-1215.00,Undirected,60941,,0.9682
19-3039.02,29-1216.00,Undirected,60942,,0.9772
19-3039.02,29-1217.00,Undirected,60943,,0.9843
19-3039.02,29-1218.00,Undirected,60944,,0.9576
19-3039.02,29-1221.00,Undirected,60945,,0.9657
19-3039.02,29-1223.00,Undirected,60946,,0.9514
19-3039.02,29-1229.01,Undirected,60947,,0.9743
19-3039.02,29-1229.02,Undirected,60948,,0.9801
19-3039.02,29-1229.03,Undirected,60949,,0.95
19-3039.02,29-1229.04,Undirected,60950,,0.9691
19-3039.02,29-1229.05,Undirected,60951,,0.9639
19-3039.02,29-1299.01,Undirected,60952,,0.9894
19-3039.02,29-1299.02,Undirected,60953,,0.952
19-3039.02,29-2036.00,Undirected,60954,,0.9606
19-3039.02,29-9092.00,Undirected,60955,,0.9687
19-3039.03,19-3041.00,Undirected,60956,,0.9596
19-3039.03,19-3091.00,Undirected,60957,,0.9542
19-3039.03,19-3094.00,Undirected,60958,,0.9511
19-3039.03,21-1011.00,Undirected,60959,,0.9626
19-3039.03,21-1012.00,Undirected,60960,,0.9687
19-3039.03,21-1013.00,Undirected,60961,,0.9533
19-3039.03,21-1014.00,Undirected,60962,,0.9601
19-3039.03,21-1023.00,Undirected,60963,,0.963
19-3039.03,23-1021.00,Undirected,60964,,0.9691
19-3039.03,23-1023.00,Undirected,60965,,0.9514
19-3039.03,25-1122.00,Undirected,60966,,0.9512
19-3039.03,25-2022.00,Undirected,60967,,0.9587
19-3039.03,25-2031.00,Undirected,60968,,0.9584
19-3039.03,25-2051.00,Undirected,60969,,0.9638
19-3039.03,25-2057.00,Undirected,60970,,0.9602
19-3039.03,25-2058.00,Undirected,60971,,0.9626
19-3039.03,29-1011.00,Undirected,60972,,0.9543
19-3039.03,29-1129.01,Undirected,60973,,0.9604
19-3039.03,29-1141.02,Undirected,60974,,0.9868
19-3039.03,29-1161.00,Undirected,60975,,0.9601
19-3039.03,29-1213.00,Undirected,60976,,0.9696
19-3039.03,29-1214.00,Undirected,60977,,0.9705
19-3039.03,29-1217.00,Undirected,60978,,0.963
19-3039.03,29-1229.01,Undirected,60979,,0.9627
19-3039.03,29-1229.02,Undirected,60980,,0.9696
19-3039.03,29-1229.04,Undirected,60981,,0.9517
19-3039.03,29-1299.01,Undirected,60982,,0.9804
19-3039.03,29-2099.08,Undirected,60983,,0.9606
19-3039.03,29-9092.00,Undirected,60984,,0.9621
19-3039.03,29-9099.01,Undirected,60985,,0.9581
19-3039.03,31-9099.01,Undirected,60986,,0.9639
19-3039.03,33-3021.06,Undirected,60987,,0.9533
19-3041.00,19-3091.00,Undirected,60988,,0.9651
19-3041.00,19-3092.00,Undirected,60989,,0.9718
19-3041.00,19-3094.00,Undirected,60990,,0.9824
19-3041.00,21-1091.00,Undirected,60991,,0.955
19-3041.00,25-1011.00,Undirected,60992,,0.9683
19-3041.00,25-1021.00,Undirected,60993,,0.9589
19-3041.00,25-1031.00,Undirected,60994,,0.9698
19-3041.00,25-1032.00,Undirected,60995,,0.953
19-3041.00,25-1042.00,Undirected,60996,,0.9603
19-3041.00,25-1043.00,Undirected,60997,,0.9591
19-3041.00,25-1051.00,Undirected,60998,,0.9703
19-3041.00,25-1053.00,Undirected,60999,,0.9633
19-3041.00,25-1061.00,Undirected,61000,,0.9766
19-3041.00,25-1062.00,Undirected,61001,,0.9657
19-3041.00,25-1063.00,Undirected,61002,,0.9711
19-3041.00,25-1064.00,Undirected,61003,,0.9792
19-3041.00,25-1065.00,Undirected,61004,,0.9602
19-3041.00,25-1066.00,Undirected,61005,,0.9903
19-3041.00,25-1067.00,Undirected,61006,,0.9724
19-3041.00,25-1071.00,Undirected,61007,,0.9568
19-3041.00,25-1072.00,Undirected,61008,,0.9656
19-3041.00,25-1081.00,Undirected,61009,,0.9566
19-3041.00,25-1082.00,Undirected,61010,,0.9648
19-3041.00,25-1111.00,Undirected,61011,,0.953
19-3041.00,25-1113.00,Undirected,61012,,0.9766
19-3041.00,25-1122.00,Undirected,61013,,0.9618
19-3041.00,25-1124.00,Undirected,61014,,0.9561
19-3041.00,25-1125.00,Undirected,61015,,0.9532
19-3041.00,25-1126.00,Undirected,61016,,0.9604
19-3041.00,25-1192.00,Undirected,61017,,0.9636
19-3041.00,25-2031.00,Undirected,61018,,0.9551
19-3041.00,25-2051.00,Undirected,61019,,0.9528
19-3041.00,29-1141.02,Undirected,61020,,0.9544
19-3041.00,29-1217.00,Undirected,61021,,0.9533
19-3041.00,29-1223.00,Undirected,61022,,0.9683
19-3041.00,29-1229.02,Undirected,61023,,0.9501
19-3041.00,29-1229.05,Undirected,61024,,0.9599
19-3041.00,29-1299.01,Undirected,61025,,0.9569
19-3041.00,29-1299.02,Undirected,61026,,0.9577
19-3041.00,29-9092.00,Undirected,61027,,0.9594
19-3041.00,33-3021.06,Undirected,61028,,0.95
19-3051.00,19-3099.01,Undirected,61029,,0.9706
19-3091.00,19-3092.00,Undirected,61030,,0.9575
19-3091.00,19-3093.00,Undirected,61031,,0.9643
19-3091.00,19-3094.00,Undirected,61032,,0.9524
19-3091.00,25-1041.00,Undirected,61033,,0.9563
19-3091.00,25-1043.00,Undirected,61034,,0.9602
19-3091.00,25-1051.00,Undirected,61035,,0.9582
19-3091.00,25-1053.00,Undirected,61036,,0.9546
19-3091.00,25-1061.00,Undirected,61037,,0.9635
19-3091.00,25-1064.00,Undirected,61038,,0.9574
19-3091.00,25-1066.00,Undirected,61039,,0.9522
19-3091.00,25-1071.00,Undirected,61040,,0.9529
19-3091.00,25-1082.00,Undirected,61041,,0.9556
19-3091.00,25-1122.00,Undirected,61042,,0.9533
19-3091.00,29-1011.00,Undirected,61043,,0.9526
19-3091.00,29-1217.00,Undirected,61044,,0.9533
19-3091.00,29-1218.00,Undirected,61045,,0.9523
19-3091.00,29-1229.01,Undirected,61046,,0.9572
19-3091.00,29-1299.01,Undirected,61047,,0.96
19-3091.00,29-9092.00,Undirected,61048,,0.9609
19-3091.00,33-3021.06,Undirected,61049,,0.9531
19-3092.00,19-3094.00,Undirected,61050,,0.971
19-3092.00,25-1032.00,Undirected,61051,,0.9526
19-3092.00,25-1051.00,Undirected,61052,,0.9682
19-3092.00,25-1053.00,Undirected,61053,,0.9556
19-3092.00,25-1061.00,Undirected,61054,,0.9551
19-3092.00,25-1063.00,Undirected,61055,,0.957
19-3092.00,25-1064.00,Undirected,61056,,0.9627
19-3092.00,25-1066.00,Undirected,61057,,0.963
19-3092.00,29-1299.02,Undirected,61058,,0.9591
19-3092.00,33-3021.06,Undirected,61059,,0.9514
19-3093.00,19-3094.00,Undirected,61060,,0.9545
19-3093.00,25-1061.00,Undirected,61061,,0.955
19-3093.00,25-1065.00,Undirected,61062,,0.9566
19-3094.00,25-1011.00,Undirected,61063,,0.9655
19-3094.00,25-1031.00,Undirected,61064,,0.9676
19-3094.00,25-1061.00,Undirected,61065,,0.9568
19-3094.00,25-1062.00,Undirected,61066,,0.9601
19-3094.00,25-1063.00,Undirected,61067,,0.9695
19-3094.00,25-1064.00,Undirected,61068,,0.9645
19-3094.00,25-1065.00,Undirected,61069,,0.9622
19-3094.00,25-1066.00,Undirected,61070,,0.9701
19-3094.00,25-1067.00,Undirected,61071,,0.9522
19-3094.00,25-1113.00,Undirected,61072,,0.9615
19-3094.00,25-1122.00,Undirected,61073,,0.9507
19-3094.00,25-1124.00,Undirected,61074,,0.9509
19-3094.00,25-1126.00,Undirected,61075,,0.9589
19-3094.00,25-1192.00,Undirected,61076,,0.9561
19-3094.00,29-1223.00,Undirected,61077,,0.9539
19-3094.00,29-1299.01,Undirected,61078,,0.9533
19-3094.00,29-9092.00,Undirected,61079,,0.9505
19-3094.00,33-3021.06,Undirected,61080,,0.9683
19-4042.00,19-4092.00,Undirected,61081,,0.9542
19-4061.00,29-2036.00,Undirected,61082,,0.9554
19-4092.00,29-1224.00,Undirected,61083,,0.9647
19-4092.00,29-2011.01,Undirected,61084,,0.9552
19-5012.00,47-4011.00,Undirected,61085,,0.9641
21-1011.00,21-1012.00,Undirected,61086,,0.9763
21-1011.00,21-1013.00,Undirected,61087,,0.9618
21-1011.00,21-1014.00,Undirected,61088,,0.9596
21-1011.00,21-1015.00,Undirected,61089,,0.9567
21-1011.00,21-1021.00,Undirected,61090,,0.9622
21-1011.00,21-1022.00,Undirected,61091,,0.9546
21-1011.00,21-1023.00,Undirected,61092,,0.9723
21-1011.00,21-1092.00,Undirected,61093,,0.9566
21-1011.00,21-1093.00,Undirected,61094,,0.9769
21-1011.00,21-1094.00,Undirected,61095,,0.9717
21-1011.00,23-1011.00,Undirected,61096,,0.9517
21-1011.00,23-1021.00,Undirected,61097,,0.9568
21-1011.00,25-2051.00,Undirected,61098,,0.9698
21-1011.00,25-2059.01,Undirected,61099,,0.9642
21-1011.00,27-2012.04,Undirected,61100,,0.9548
21-1011.00,29-1122.01,Undirected,61101,,0.9505
21-1011.00,29-1123.00,Undirected,61102,,0.9565
21-1011.00,29-1125.00,Undirected,61103,,0.9608
21-1011.00,29-1129.01,Undirected,61104,,0.9667
21-1011.00,29-1129.02,Undirected,61105,,0.9639
21-1011.00,29-1141.02,Undirected,61106,,0.9556
21-1011.00,29-1161.00,Undirected,61107,,0.9526
21-1011.00,29-1214.00,Undirected,61108,,0.9654
21-1011.00,29-1299.01,Undirected,61109,,0.9535
21-1011.00,29-2053.00,Undirected,61110,,0.9586
21-1011.00,29-2099.08,Undirected,61111,,0.9552
21-1011.00,29-9099.01,Undirected,61112,,0.9503
21-1011.00,31-9099.01,Undirected,61113,,0.9565
21-1011.00,33-1011.00,Undirected,61114,,0.9545
21-1011.00,33-3051.04,Undirected,61115,,0.9569
21-1011.00,41-4011.07,Undirected,61116,,0.9514
21-1011.00,43-4161.00,Undirected,61117,,0.9526
21-1012.00,21-1013.00,Undirected,61118,,0.9598
21-1012.00,21-1023.00,Undirected,61119,,0.9608
21-1012.00,21-1093.00,Undirected,61120,,0.9546
21-1012.00,21-1094.00,Undirected,61121,,0.9746
21-1012.00,21-2011.00,Undirected,61122,,0.951
21-1012.00,23-1021.00,Undirected,61123,,0.9546
21-1012.00,25-1122.00,Undirected,61124,,0.9507
21-1012.00,25-2011.00,Undirected,61125,,0.9566
21-1012.00,25-2012.00,Undirected,61126,,0.9668
21-1012.00,25-2021.00,Undirected,61127,,0.9595
21-1012.00,25-2022.00,Undirected,61128,,0.9625
21-1012.00,25-2031.00,Undirected,61129,,0.962
21-1012.00,25-2051.00,Undirected,61130,,0.9813
21-1012.00,25-2056.00,Undirected,61131,,0.9626
21-1012.00,25-2057.00,Undirected,61132,,0.979
21-1012.00,25-2058.00,Undirected,61133,,0.9712
21-1012.00,25-2059.01,Undirected,61134,,0.9677
21-1012.00,25-3011.00,Undirected,61135,,0.9629
21-1012.00,25-3031.00,Undirected,61136,,0.9709
21-1012.00,25-3041.00,Undirected,61137,,0.9654
21-1012.00,25-9031.00,Undirected,61138,,0.9672
21-1012.00,25-9042.00,Undirected,61139,,0.9547
21-1012.00,25-9043.00,Undirected,61140,,0.9747
21-1012.00,27-2031.00,Undirected,61141,,0.9583
21-1012.00,29-1122.01,Undirected,61142,,0.9619
21-1012.00,29-1125.00,Undirected,61143,,0.9563
21-1012.00,29-1129.01,Undirected,61144,,0.9601
21-1012.00,29-1129.02,Undirected,61145,,0.9639
21-1012.00,29-1141.02,Undirected,61146,,0.9677
21-1012.00,29-1214.00,Undirected,61147,,0.9527
21-1012.00,29-2053.00,Undirected,61148,,0.9531
21-1012.00,29-2099.08,Undirected,61149,,0.9574
21-1012.00,31-2011.00,Undirected,61150,,0.955
21-1012.00,31-9099.01,Undirected,61151,,0.9632
21-1012.00,39-9011.00,Undirected,61152,,0.9562
21-1012.00,43-4051.00,Undirected,61153,,0.9538
21-1012.00,43-4061.00,Undirected,61154,,0.9552
21-1012.00,43-4111.00,Undirected,61155,,0.9538
21-1012.00,43-9041.00,Undirected,61156,,0.9504
21-1013.00,21-1014.00,Undirected,61157,,0.9808
21-1013.00,21-1015.00,Undirected,61158,,0.9768
21-1013.00,21-1021.00,Undirected,61159,,0.9737
21-1013.00,21-1022.00,Undirected,61160,,0.9752
21-1013.00,21-1023.00,Undirected,61161,,0.9661
21-1013.00,23-1011.00,Undirected,61162,,0.9521
21-1013.00,23-1021.00,Undirected,61163,,0.9537
21-1013.00,23-1023.00,Undirected,61164,,0.9563
21-1013.00,25-2051.00,Undirected,61165,,0.95
21-1013.00,27-3031.00,Undirected,61166,,0.9524
21-1013.00,29-1123.00,Undirected,61167,,0.9548
21-1013.00,29-1125.00,Undirected,61168,,0.9561
21-1013.00,29-1129.01,Undirected,61169,,0.9584
21-1013.00,29-1223.00,Undirected,61170,,0.9691
21-1014.00,21-1015.00,Undirected,61171,,0.9611
21-1014.00,21-1021.00,Undirected,61172,,0.954
21-1014.00,21-1022.00,Undirected,61173,,0.9617
21-1014.00,21-1023.00,Undirected,61174,,0.9598
21-1014.00,23-1021.00,Undirected,61175,,0.9549
21-1014.00,23-1023.00,Undirected,61176,,0.9533
21-1014.00,29-1011.00,Undirected,61177,,0.9509
21-1014.00,29-1123.00,Undirected,61178,,0.9504
21-1014.00,29-1129.01,Undirected,61179,,0.9625
21-1014.00,29-1213.00,Undirected,61180,,0.9523
21-1014.00,29-1223.00,Undirected,61181,,0.9661
21-1014.00,29-1299.01,Undirected,61182,,0.9584
21-1015.00,21-1021.00,Undirected,61183,,0.9631
21-1015.00,21-1022.00,Undirected,61184,,0.972
21-1015.00,21-1023.00,Undirected,61185,,0.9744
21-1015.00,21-1091.00,Undirected,61186,,0.9523
21-1015.00,21-1093.00,Undirected,61187,,0.9516
21-1015.00,25-2051.00,Undirected,61188,,0.956
21-1015.00,27-3031.00,Undirected,61189,,0.9536
21-1015.00,29-1122.00,Undirected,61190,,0.9596
21-1015.00,29-1123.00,Undirected,61191,,0.9683
21-1015.00,29-1125.00,Undirected,61192,,0.9663
21-1015.00,29-1129.01,Undirected,61193,,0.9612
21-1015.00,29-1223.00,Undirected,61194,,0.9651
21-1021.00,21-1022.00,Undirected,61195,,0.9589
21-1021.00,21-1023.00,Undirected,61196,,0.9632
21-1021.00,21-1092.00,Undirected,61197,,0.9595
21-1021.00,21-1093.00,Undirected,61198,,0.9608
21-1021.00,29-1123.00,Undirected,61199,,0.9646
21-1021.00,29-1125.00,Undirected,61200,,0.9511
21-1021.00,29-1214.00,Undirected,61201,,0.9525
21-1021.00,29-2053.00,Undirected,61202,,0.9555
21-1022.00,21-1023.00,Undirected,61203,,0.9709
21-1022.00,21-1091.00,Undirected,61204,,0.9524
21-1022.00,21-1093.00,Undirected,61205,,0.955
21-1022.00,29-1011.00,Undirected,61206,,0.9557
21-1022.00,29-1123.00,Undirected,61207,,0.9517
21-1022.00,29-1125.00,Undirected,61208,,0.9669
21-1022.00,29-1129.01,Undirected,61209,,0.9519
21-1022.00,29-1141.04,Undirected,61210,,0.9561
21-1022.00,29-1161.00,Undirected,61211,,0.9608
21-1022.00,29-1223.00,Undirected,61212,,0.9662
21-1022.00,29-1229.02,Undirected,61213,,0.9527
21-1023.00,21-1091.00,Undirected,61214,,0.9525
21-1023.00,21-1093.00,Undirected,61215,,0.964
21-1023.00,25-2051.00,Undirected,61216,,0.9598
21-1023.00,25-2058.00,Undirected,61217,,0.9568
21-1023.00,29-1122.00,Undirected,61218,,0.951
