Source,Target,Weight
29-1141.01,29-1214.00,0.963
29-1141.01,29-1224.00,0.9514
29-1141.01,29-1229.03,0.9526
29-1141.01,29-1229.04,0.9575
29-1141.01,29-1241.00,0.9696
29-1141.02,29-1213.00,0.961
29-1141.02,29-1214.00,0.9626
29-1141.02,29-1217.00,0.9557
29-1141.02,29-1299.01,0.9617
29-1141.02,29-2099.08,0.9568
29-1141.02,29-9092.00,0.9579
29-1141.02,29-9099.01,0.9535
29-1141.02,31-9099.01,0.9574
29-1141.03,29-1161.00,0.9574
29-1141.03,29-1214.00,0.9531
29-1161.00,29-1181.00,0.9511
29-1161.00,29-1213.00,0.9558
29-1161.00,29-1214.00,0.9767
29-1161.00,29-1216.00,0.9616
29-1161.00,29-1217.00,0.9686
29-1161.00,29-1221.00,0.9562
29-1161.00,29-1229.04,0.9744
29-1161.00,29-1229.05,0.9506
29-1161.00,29-1299.01,0.9699
29-1161.00,29-9099.01,0.9669
29-1161.00,31-9099.01,0.9563
29-1211.00,29-1224.00,0.9527
29-1211.00,29-1229.03,0.9503
29-1213.00,29-1214.00,0.958
29-1213.00,29-1216.00,0.9636
29-1213.00,29-1217.00,0.9694
29-1213.00,29-1221.00,0.9702
29-1213.00,29-1229.04,0.959
29-1213.00,29-1299.01,0.9781
29-1213.00,29-9092.00,0.9514
29-1213.00,29-9099.01,0.9608
29-1214.00,29-1217.00,0.9574
29-1214.00,29-1229.03,0.9516
29-1214.00,29-1229.04,0.9659
29-1214.00,29-1241.00,0.9654
29-1214.00,29-1299.01,0.9664
29-1214.00,29-9099.01,0.9688
29-1214.00,31-9099.01,0.9547
29-1214.00,33-3021.00,0.9545
29-1214.00,33-3051.04,0.9612
29-1216.00,29-1217.00,0.9804
29-1216.00,29-1221.00,0.9828
29-1216.00,29-1229.04,0.9623
29-1216.00,29-1229.05,0.971
29-1216.00,29-1299.01,0.9721
29-1217.00,29-1221.00,0.9709
29-1217.00,29-1229.04,0.9833
29-1217.00,29-1229.05,0.9771
29-1217.00,29-1299.01,0.9794
29-1217.00,29-2036.00,0.9564
29-1217.00,29-9092.00,0.9528
29-1217.00,29-9099.01,0.9629
29-1221.00,29-1229.05,0.9647
29-1221.00,29-1299.01,0.9664
29-1224.00,29-1229.03,0.9717
29-1224.00,29-1241.00,0.9695
29-1224.00,29-2011.01,0.956
29-1229.03,29-1229.04,0.9513
29-1229.03,29-1241.00,0.967
29-1229.03,29-2036.00,0.956
29-1229.04,29-1229.05,0.9665
29-1229.04,29-1241.00,0.9664
29-1229.04,29-1299.01,0.9709
29-1229.04,29-2036.00,0.9653
29-1229.04,29-9099.01,0.9653
29-1229.05,29-1299.01,0.9617
29-1299.01,29-2036.00,0.9521
29-1299.01,29-9092.00,0.9631
29-1299.01,29-9099.01,0.9549
29-2031.00,29-2033.00,0.9608
29-2052.00,31-9095.00,0.9558
29-2053.00,29-9099.01,0.9534
29-2053.00,31-2011.00,0.958
29-2053.00,33-1011.00,0.9542
29-2053.00,39-9011.00,0.9526
29-2053.00,39-9032.00,0.9509
29-2053.00,53-2031.00,0.9519
29-9099.01,31-9099.01,0.9505
31-1121.00,31-1122.00,0.9516
31-1121.00,35-3011.00,0.9713
31-1122.00,31-1131.00,0.9713
31-1122.00,31-1132.00,0.9556
31-1122.00,31-2011.00,0.9521
31-1131.00,31-9097.00,0.9562
31-2011.00,31-9099.01,0.9696
31-9011.00,31-9099.01,0.9565
33-1011.00,39-1022.00,0.9657
33-1011.00,53-1042.01,0.9521
33-1091.00,53-1042.00,0.9567
33-3011.00,33-3051.00,0.9504
33-3012.00,33-3051.00,0.9568
33-3012.00,33-3051.04,0.9513
33-3021.00,33-3051.00,0.9605
33-3021.00,33-3051.04,0.9774
33-3021.00,33-3052.00,0.9559
33-3021.00,33-9021.00,0.9684
33-3021.00,43-5031.00,0.9501
33-3051.00,33-3051.04,0.9687
33-3051.00,43-3071.00,0.9514
33-3051.04,33-9021.00,0.9603
33-3051.04,33-9031.00,0.954
33-9031.00,33-9099.02,0.9591
33-9099.02,53-1042.01,0.9552
35-2015.00,35-2021.00,0.966
35-2021.00,35-3031.00,0.9503
35-3023.00,35-3031.00,0.9517
35-9031.00,39-3011.00,0.9516
35-9031.00,39-5092.00,0.9517
37-1012.00,47-1011.03,0.9538
37-1012.00,53-1041.00,0.95
39-1013.00,43-4031.00,0.9542
39-1022.00,53-1042.01,0.9707
39-3011.00,43-3041.00,0.9525
39-3011.00,43-3071.00,0.9524
39-3011.00,43-4151.00,0.9511
39-3031.00,53-6061.00,0.9544
39-3093.00,39-5093.00,0.9558
39-5092.00,39-6012.00,0.9543
39-5093.00,41-2021.00,0.952
39-5093.00,43-5031.00,0.9505
39-5093.00,53-2031.00,0.9696
39-7012.00,41-4011.00,0.9551
41-1011.00,41-1012.00,0.958
41-2021.00,43-9061.00,0.9572
41-2031.00,41-9022.00,0.9564
41-3011.00,41-4011.00,0.9715
41-3011.00,41-4011.07,0.9536
41-3011.00,41-9022.00,0.951
41-4011.07,41-9021.00,0.9538
41-4011.07,41-9022.00,0.9605
41-4011.07,41-9031.00,0.952
41-4011.07,43-4151.00,0.954
41-9021.00,41-9022.00,0.9696
41-9021.00,43-3011.00,0.9566
41-9021.00,43-4151.00,0.9715
41-9022.00,43-3011.00,0.9642
41-9022.00,43-4151.00,0.9602
43-2011.00,43-2021.00,0.9531
43-2011.00,43-5031.00,0.9558
43-3011.00,43-4021.00,0.9509
43-3011.00,43-4151.00,0.9677
43-3011.00,43-9061.00,0.9594
43-3041.00,43-3071.00,0.9683
43-3061.00,43-4021.00,0.9532
43-3071.00,43-4151.00,0.9611
43-3071.00,43-5051.00,0.9587
43-3071.00,43-9061.00,0.9509
43-4021.00,43-4031.00,0.9629
43-4021.00,43-4131.00,0.9549
43-4021.00,43-4151.00,0.9516
43-4021.00,43-6011.00,0.9665
43-4021.00,43-6012.00,0.9575
43-4021.00,43-9041.00,0.9543
43-4031.00,43-4121.00,0.9505
43-4031.00,43-6011.00,0.957
43-4031.00,43-6012.00,0.9595
43-4031.00,43-6014.00,0.9571
43-4031.00,43-9041.00,0.9516
43-4071.00,43-6014.00,0.9625
43-4071.00,43-9061.00,0.9532
43-4151.00,43-5051.00,0.9687
43-4151.00,43-6011.00,0.959
43-4151.00,43-9061.00,0.9575
43-5011.01,43-9041.00,0.9545
43-5051.00,43-5071.00,0.9608
43-6011.00,43-9041.00,0.9633
43-6011.00,43-9061.00,0.9574
43-6012.00,43-6014.00,0.9707
43-6012.00,43-9061.00,0.9571
43-6014.00,43-9061.00,0.9512
47-1011.00,51-1011.00,0.9503
47-1011.03,53-1042.00,0.952
47-2043.00,47-5051.00,0.9569
47-2072.00,47-4061.00,0.9508
47-4051.00,47-5051.00,0.9529
47-4061.00,51-7041.00,0.9541
47-5051.00,51-9192.00,0.9568
49-3011.00,49-3041.00,0.9518
51-4021.00,51-6061.00,0.9511
51-4021.00,51-9041.00,0.9581
51-4023.00,51-6064.00,0.9555
51-4031.00,51-9041.00,0.9631
51-9023.00,51-9191.00,0.9524
51-9023.00,53-7071.00,0.9561
53-1042.00,53-1042.01,0.9594
